,id,category,data
70392,70392,烦恼-恋爱,这段感情该如何我们都是离异的人他曾说过只要有的机会楼主你好你说你是离异的人在感情方面应该有了一些阅历可我怎么没感觉到呢想问问你想和他建立一种怎样的关系呢你说你们都不想再婚那要怎么样呢我想每个人做每一件事情都是有理由的都是有目的的你和他在一起想得到什么呢他和你在一起又是想得到什么呢你们双方沟通过吗是想再成立个家庭还是只是想在一起取取暖如果是前者那跟一段正常的没有任何区别相识相知相爱相守为了共同能够永远生活在一起而努力如果是后者那大家就没什么约束和责任随时可以分手和选择我想你和他要的还是有责任的爱吧可是你的表现却如小姑娘般可爱而幼稚有一次我们去公园他那像傻子一样的表现我不太喜欢于是我说分手因为我的心软被他说服了继续恋爱在任何一段感情中分手二字是不能轻易说出口的而你却每逢不高兴就随意出口你真的象个初恋的小姑娘啊可感情是需要理智和成熟才会成功我不知道他是不是看到了你的不成熟而认为你并不是他理想的伴侣因为他已经有过一次不成功的婚姻所以再次选择他会更加谨慎至少从目前的状态他应该是觉的你不适合他所以你现在要做的是尽量让自己成熟起来首先自己要对这段感情有一个明确的定位你是否想要结果婚姻如果你想那么请跟他深谈一次说出你的想法重要的是问问他是怎么想的双方知道对方的想法那么很多事情就知道如何去做了而不是象你现在一样什么都在猜测当中浪费时间和精力如果你不想那你要意识到你无权要求他什么你们随时可以聚散所以先看看自己想要什么再看自己如何做
70396,70396,烦恼-恋爱,同来欢笑有几人风景依稀似旧年时间真的可以治愈记忆的伤吗曾经的时间是奇妙的东西有时候它会让你淡忘你曾经刻骨铭心的事物比如伤痛和背叛可是有时候它让很多东西越发鲜活比如你不曾留意和珍惜的一段爱情一些纯真的欢乐在时间的河流里包容着如此多的事物有些沉淀到幽暗的河底有些被河水冲刷得格外光亮美丽我相信伤和泪水会被抹去因为时间记住的永远是有价值有意义的东西也许当时你不以为然的事和人在多年后会成为最美好的回忆因为在时间的历练中你体会了领悟了他们存在的珍贵而伤和泪绝对不是人生中最有价值的东西你必然知道爱以及它给予你的欢乐和感动才是生命的真谛时间不会抹去它们只会将它们悄悄的放置在你心头最美好温暖的位置每当你有所触动它们便在那里静静地伫立着提醒着你那些最真实的感动和曾经
70425,70425,烦恼-两性问题,男生对女生百依百顺女生喜欢吗其实女生更有发言权你该问问你身边的女人具我所知百依百顺是不好的自己憋屈不说女生不会太喜欢的时间长了或是和别的人比的时候有时她会说你没主见很多女生都是既要你宠着她让着她又要男人有主见有男人气概各中滋味很难参透要两全其美也很难但是至少一味的听从百依百顺是不好的
70434,70434,烦恼-恋爱,她这样做我该怎么办事情是这样的在年前也就是我在初一的人世间还真有这么痴情的男子啊一个人的悲哀不是你喜欢她她却不喜欢你而真正的悲哀是你是那么的喜欢她她却压根不知道你以前向她表白时是不是她认为你在开玩笑你就这么默默地等她向你开口说我做你老婆吧等了十年你真那么爱她她知道吗她还说不定只认为你是她最知己的异性朋友呢你应该主动出击直接问她我在你心里算什么你就把你发表的这些话说给她听她知道你这么爱她她会考虑你的你这样傻等估计一辈子无缘
70437,70437,烦恼-恋爱,牵手和接吻认识一个女孩见过两次面了我想知道什么时候可以牵她的不要急于求成先跟接触她的头发手臂什么的都不反对了就可以牵手握着她的手要温暖的注视她说点实在的好感的话不要随便说我爱你再进展的时候试着拥抱她不反对你的拥抱就试着下一步的进攻试着吻她之前记着深情的注视她你深情的眼神让她难以逃避吻她
70440,70440,烦恼-夫妻,怎样才能忘记曾经爱过的人他已经结婚了而我还是想着他啊我很喜欢用你的行动去淡忘他你不用去和他明说你只要断了一切他可能联系到你的方式他自然明白你的用意人对感情都是自私的总想吃着碗里看着锅里可现实生活是不允许这样你想想对那么优秀的你莱说何必为了一个不可能最后结婚的他而浪费你的青春浪费你的优越条件呢值得嘛现实是女人越老可以选择的范围越窄优越性也越低这也说明他不是你的真命天子该你重新寻找开始一段新的历程了你的他还在不远处等着你呢看得出你已经做出彻底分手的决定了那太好了我支持你你一定能做到忘记他淡然的面对那份过去的感情
70450,70450,烦恼-两性问题,我的小腹和阴阜圆滑饱满的连在一起不像人家女人那样有一个凹下的过这样因该很性感你穿着裤子也很能从视觉上刺激男人这就是你老公评论你的原因之一只要你不是故意向别人显示自己的阴阜的特点我看就没有问题
70453,70453,烦恼-校园生活,怎样能追上一个幼稚的女生高中时代的爱情朦胧一点好我是一个高中你是高几呢高一高二可以大追高三还是小追好考大学是关键学习好了追女生才更容易继续加油吧
70460,70460,烦恼-恋爱,好想他我一直在装坚强努力掩盖自己的脆弱努力表现自己的不嗯坚强一点勇敢一点会好起来的拥抱一下加油哦
70470,70470,烦恼-两性问题,阴茎能二次发育吗阴茎能二次发育吗在下认为准确点应该是一定的锻炼方法促进了局部的发达就象锻炼能使二头肌鼓起来那样说其为二次发育那是为达到某种商业目的的牵强附会现在为了钱一些并不缺乏生理知识的某些医生也跟着鼓噪实实的有些令人可笑
70491,70491,烦恼-两性问题,为什么动物是多乳房女人才两个乳房人类起初至少有三对乳房一对在现在正常生长的位置一对已退化现在的腋下还有一对已退化在现今正常位置的下方
70508,70508,烦恼-夫妻,我很痛苦不知道该怎么决定自己的命运一年前我不小心陷入了一个家他们怎么过下去是他们的事情你现在是要考虑自己的以后的生活对吗离婚对任何洒脱的人来说都是件痛苦的事情在这个过程中可能有很多不顺心的事情他和老婆离婚是因为他们之间没有了感情而不是因为有了你你的出现只是证明他们的婚姻的确已经名存实亡的地步他给前妻所有的存款房子只是为了补偿心中的那份愧疚也能看出来他想要和你在一起有多么坚决这样有责任感的男人不值得你珍惜吗你现在的焦虑可能对的周围的人会怎么看你们你们要在别人的议论下过日子你们俩是在一起了可是除了拥有对方你们已经不拥有任何东西你退出可能还有机会你退出可能会把他推向绝境这样的决定别人实在不能为你做什么只能希望你好好善待自己善待他人善待生活
70517,70517,烦恼-夫妻,女方不同意如何离婚而且孩子才一岁多男方要求离婚女方不同意且可起诉需要花钱
70524,70524,烦恼-恋爱,远距离可以恋爱吗我和她在两个不同的地方每天只能打电话以解思念但如果真的爱她就该考虑现实的问题问问自己能不能给她婚姻如果可以就要考虑如何结束两地分居而不是该不该继续的问题如果不能就该放手为自己也为对方爱她就要让她快乐
70538,70538,烦恼-恋爱,我该怎么说服她我爱上了一个女孩她却一直都放不下以前的男朋友每个人都有自己的经历有些可以忘记有些是不可能忘得掉的你应该处处关心她让你的存在成为她的习惯慢慢的她就会把之前放到角落里了要是有人一直让她忘记反而她会越来越想的
70552,70552,烦恼-交友技巧,关于与人沟通的问题在线的在遇到摩擦不公受气的时候吵架理论时人都是自私自利的你的这种心态其实很多人身上都有不用感到负担相信你是个真性情的人只是社会是很复杂的等你踏入社会后慢慢就会学会什么是忍气吞声什么是虚与蛇尾其实这些都很正常你要怎么与人相处是要自己摸索的
70605,70605,烦恼-恋爱,女人是不是选男友时把相貌和个头放在重要的选择标准里我长得胖个子我以前的男朋友也和你一样但是后来还是分开了尽管他真的很好也很体贴但是我要的另外的一些东西他永远的给不了我现在的男友的个很瘦很帅对我比他对我更好如果他没有以前的他对我那么好我可能也不会和他在一起但是谁不喜欢更完美的呢人各有志萝卜白菜各有所爱我相信会有个觉得你是最棒的女生喜欢你的只是你还没有遇到用心去寻找吧
